route_id;station_from;station_to;Avg-cost
128;927105;903204;4012
129;927105;923800;6413
130;911501;937906;14486
131;927105;923903;6413
132;913206;903204;13445
133;913206;903401;13108
134;913206;904404;11920
135;913206;920002;16621
136;913206;920203;16988
137;913206;920708;16988
138;913206;921202;17228
139;913206;922008;17468
140;913206;922703;17468
141;913206;923104;17228
142;913206;923509;16369
143;932902;932705;300
144;927105;902201;832
145;932809;937906;5857
146;932809;926206;12274
147;932809;926403;12805
148;932809;927105;12464
149;932809;927800;12666
150;932809;930004;164
151;932809;930108;109
152;932809;930305;2798
153;932809;930907;1679
154;932809;932601;300
155;932809;932705;164
156;932809;932809;27
157;932809;932902;164
158;927105;923706;6716
159;932809;935807;5254
160;913206;923903;16369
161;927105;927105;27
162;927105;926403;4312
163;927105;926206;3002
164;927105;926102;2593
165;927105;925701;2156
166;927105;925400;3002
167;927105;925100;4312
168;927105;925006;4626
169;927105;924906;4967
170;927105;924605;5254
171;927105;924501;4967
172;927105;924408;5254
173;932809;935703;5254
174;932902;925006;10417
175;913206;923706;16369
176;932902;920708;6716
177;932902;921202;5857
178;932902;922008;4626
179;932902;922703;4012
180;932902;923104;3221
181;932902;923509;8194
182;932902;923706;8599
183;932902;923800;8599
184;932902;923903;8599
185;932902;924408;9698
186;932902;924501;10001
187;932902;920002;7461
188;932902;924906;10001
189;932902;904404;15155
190;932902;925100;10417
191;932902;925400;11769
192;932902;925701;11920
193;932902;926102;12274
194;932902;926206;12464
195;932902;926403;12805
196;932902;927105;12666
197;932902;927800;12666
198;932902;930004;355
199;932902;930108;232
200;932902;930305;2798
201;920002;932601;7120
202;932902;924605;10001
203;913206;930108;16621
204;913206;924408;16091
205;913206;924501;16091
206;913206;924605;16091
207;913206;924906;15724
208;913206;925006;15724
209;913206;925100;15724
210;913206;925400;15446
211;913206;925701;15155
212;913206;926102;15155
213;913206;926206;15446
214;913206;926403;15724
215;913206;927105;14486
216;932902;920203;7461
217;913206;930004;16621
218;932902;932601;423
219;913206;930305;17228
220;913206;930907;16988
221;913206;932601;16621
222;913206;932705;16621
223;913206;932809;16621
224;913206;932902;16369
225;913206;935703;15155
226;913206;935807;15155
227;913206;937906;14776
228;932902;902201;12805
229;932902;903204;13770
230;932902;903401;14160
231;913206;927800;14486
232;920106;935807;11769
233;925006;927105;4626
234;920106;926206;7120
235;920106;926403;8194
236;920106;927105;7866
237;920106;927800;7866
238;920106;930004;7120
239;920106;930108;7120
240;920106;930305;5254
241;920106;930907;6109
242;920106;932601;7120
243;920106;932705;7120
244;920106;932809;7461
245;920106;925701;6109
246;920106;935703;11289
247;920106;925400;5254
248;925006;937906;13108
249;925006;935807;12805
250;925006;935703;12805
251;925006;932902;10417
252;925006;932809;10417
253;925006;932705;10001
254;925006;932601;10001
255;925006;930907;8990
256;925006;930305;8194
257;925006;930108;10001
258;925006;930004;10001
259;935807;932601;5541
260;920106;932902;7461
261;920106;922008;3425
262;920002;930305;5254
263;935807;932809;5254
264;935807;932902;5254
265;935807;935703;164
266;935807;935807;27
267;935807;937906;969
268;920106;902201;8194
269;920106;903204;10909
270;920106;903401;11289
271;920106;904404;12805
272;920106;920002;109
273;920106;920203;232
274;920106;926102;7120
275;920106;921202;2156
276;925006;926403;5254
277;920106;922703;4312
278;920106;923104;4967
279;920106;923509;1419
280;920106;923706;1679
281;920106;923800;1679
282;920106;923903;1924
283;920106;924408;3221
284;920106;924501;3425
285;920106;924605;3698
286;920106;924906;3698
287;920106;925006;4012
288;920106;925100;4012
289;920106;920708;1092
290;937107;924605;13445
291;925006;927800;4626
292;937107;920002;12464
293;937107;920203;12666
294;937107;920708;12274
295;937107;921202;11920
296;937107;922008;11289
297;937107;922703;10417
298;937107;923104;10001
299;937107;923509;12805
300;937107;923706;13108
301;937107;923800;13108
302;937107;923903;13108
303;937107;903401;16369
304;937107;924501;13445
305;937107;903204;16091
306;937107;924906;13445
307;937107;925006;13770
308;937107;925100;13770
309;937107;925400;14160
310;937107;925701;14486
311;937107;926102;14776
312;937107;926206;14776
313;937107;926403;15155
314;937107;927105;15155
315;937107;927800;15155
316;937107;930004;7866
317;937107;930108;7461
318;937107;924408;13445
319;925006;923104;7866
320;925006;926206;4012
321;925006;926102;3698
322;925006;925701;2798
323;925006;925400;1679
324;925006;925100;164
325;925006;925006;27
326;925006;924906;423
327;925006;924605;710
328;925006;924501;614
329;925006;924408;710
330;925006;923903;2361
331;925006;923800;2361
332;937107;904404;17228
333;925006;923509;2798
334;935807;930907;6716
335;925006;922703;7461
336;925006;922008;6716
337;925006;921202;5541
338;925006;920708;4626
339;925006;920203;4012
340;925006;920002;3698
341;925006;904404;11289
342;925006;903401;8194
343;925006;903204;7866
344;925006;902201;5254
345;920106;937906;11920
346;937107;902201;15155
347;925006;923706;2593
348;935703;935703;27
349;926901;930004;12274
350;935703;926102;13770
351;935703;926206;13770
352;935703;926403;14486
353;935703;927105;14160
354;935703;927800;14160
355;935703;930004;5254
356;935703;930108;5254
357;935703;930305;7461
358;935703;930907;6413
359;935703;932601;5254
360;935703;932705;5254
361;935703;925400;13108
362;935703;932902;4967
363;935703;925100;12805
364;935703;935807;164
365;935703;937906;832
366;926901;937906;14160
367;926901;935807;14160
368;926901;935703;13770
369;926901;932902;12274
370;926901;932809;12274
371;926901;932705;12274
372;926901;932601;12274
373;926901;930907;11769
374;926901;930305;11289
375;935807;932705;5541
376;935703;932809;5254
377;935703;921202;10001
378;932809;925400;11289
379;920002;932705;7120
380;920002;932809;7120
381;920002;932902;7461
382;920002;935703;11289
383;920002;935807;11289
384;920002;937906;11769
385;935703;902201;14486
386;935703;903204;15155
387;935703;903401;15446
388;935703;904404;16621
389;935703;920002;11289
390;935703;925701;13445
391;935703;920708;10909
392;926901;927800;969
393;935703;922008;8990
394;935703;922703;8194
395;935703;923104;7461
396;935703;923509;11920
397;935703;923706;11920
398;935703;923800;12122
399;935703;923903;12122
400;935703;924408;12666
401;935703;924501;12666
402;935703;924605;12666
403;935703;924906;12666
404;935703;925006;12805
405;935703;920203;11769
406;935807;924906;12666
407;926901;930108;12274
408;935807;920203;11769
409;935807;920708;10909
410;935807;921202;10001
411;935807;922008;8990
412;935807;922703;8194
413;935807;923104;7866
414;935807;923509;11920
415;935807;923706;12122
416;935807;923800;12122
417;935807;923903;12122
418;935807;924408;12666
419;935807;904404;16621
420;935807;924605;12666
421;935807;903401;15446
422;935807;925006;12805
423;935807;925100;12805
424;935807;925400;13445
425;935807;925701;13445
426;935807;926102;13770
427;935807;926206;14160
428;935807;926403;14486
429;935807;927105;14160
430;935807;927800;14160
431;935807;930004;5541
432;935807;930108;5254
433;935807;930305;7461
434;935807;924501;12666
435;926901;923706;6109
436;926901;927105;710
437;926901;926403;3698
438;926901;926206;2361
439;926901;926102;1924
440;926901;925701;1419
441;926901;925400;2361
442;926901;925100;3698
443;926901;925006;4012
444;926901;924906;4312
445;926901;924605;4626
446;926901;924501;4312
447;926901;924408;4626
448;935807;920002;11289
449;926901;923800;5857
450;920002;930907;5857
451;926901;923509;6109
452;926901;922703;10417
453;926901;921202;8599
454;926901;920708;7866
455;926901;920203;7461
456;926901;920002;7120
457;926901;904404;8599
458;926901;903401;5254
459;926901;903204;4626
460;926901;902201;1679
461;935807;902201;14486
462;935807;903204;15446
463;926901;923903;5857
464;904404;904404;27
465;904404;924501;11769
466;930004;923104;3002
467;930004;922703;3698
468;930004;922008;4312
469;930004;921202;5541
470;930004;920708;6413
471;930004;920203;7461
472;930004;920002;7120
473;930004;904404;15155
474;930004;903401;13770
475;930004;903204;13770
476;930004;902201;12666
477;930004;923706;8194
478;904404;903401;4012
479;930004;923800;8194
480;904404;920002;12805
481;904404;920203;12805
482;904404;920708;13108
483;904404;921202;13445
484;904404;922008;13770
485;904404;922703;14160
486;904404;923104;14160
487;904404;923509;12464
488;904404;923706;12464
489;904404;923800;12274
490;904404;923903;12274
491;931702;935807;6109
492;904404;903204;4626
493;930004;927105;12464
494;932207;926206;12274
495;904404;902201;7461
496;930004;937906;5857
497;930004;935807;5541
498;930004;935703;5254
499;930004;932902;355
500;930004;932809;164
501;930004;932705;27
502;930004;932601;109
503;930004;930907;1679
504;930004;930305;2593
505;930004;930108;109
506;930004;923509;7866
507;930004;927800;12464
508;904404;924605;11769
509;930004;926403;12666
510;930004;926206;12274
511;930004;926102;12274
512;930004;925701;11920
513;930004;925400;11289
514;930004;925100;10417
515;930004;925006;10001
516;930004;924906;9698
517;930004;924605;10001
518;930004;924501;9698
519;930004;924408;9698
520;930004;923903;8599
521;930004;930004;27
522;932207;923509;7866
523;904404;924408;11769
524;910602;922703;16091
525;910602;923104;15724
526;932207;902201;12666
527;932207;903204;13445
528;932207;903401;13770
529;932207;904404;15155
530;932207;920002;6716
531;932207;920203;7120
532;932207;920708;6109
533;932207;921202;5254
534;932207;922008;4012
535;910602;921202;16621
536;932207;923104;2593
537;910602;920708;16369
538;932207;923706;7866
539;932207;923800;8194
540;932207;923903;8194
541;932207;924408;9306
542;932207;924501;9698
543;932207;924605;9698
544;932207;924906;9698
545;932207;925006;10001
546;932207;925100;10001
547;932207;925400;10909
548;932207;925701;11769
549;932809;926102;12274
550;932207;922703;3221
551;904404;932601;15155
552;904404;924906;11769
553;904404;925006;11289
554;904404;925100;11289
555;904404;925400;10417
556;904404;925701;9306
557;904404;926102;10001
558;904404;926206;10001
559;904404;926403;11289
560;904404;927105;7866
561;904404;927800;7866
562;904404;930004;15155
563;904404;930108;15155
564;910602;922008;16369
565;904404;930907;14776
566;931702;935703;6109
567;904404;932705;15155
568;904404;932809;15155
569;904404;932902;15155
570;904404;935703;16621
571;904404;935807;16621
572;904404;937906;16621
573;910602;902201;13445
574;910602;903204;12666
575;910602;903401;12464
576;910602;904404;10417
577;910602;920002;16091
578;910602;920203;16369
579;904404;930305;14486
580;902305;932809;12805
581;902305;925400;4012
582;930108;930004;109
583;930108;930108;27
584;930108;930305;2593
585;930108;930907;1679
586;930108;932601;164
587;930108;932705;27
588;930108;932809;109
589;930108;932902;232
590;930108;935703;5254
591;930108;935807;5254
592;930108;937906;5857
593;930108;927105;12464
594;902305;932902;13108
595;930108;926403;12805
596;902305;932705;12805
597;902305;932601;12805
598;902305;930907;12464
599;902305;930305;12122
600;902305;930108;12805
601;902305;930004;12805
602;902305;927800;1092
603;902305;927105;1419
604;902305;926403;5254
605;902305;926206;4012
606;902305;926102;3698
607;931702;937906;6716
608;902305;935703;14486
609;930108;923706;8194
610;902305;937906;14776
611;902305;935807;14486
612;930108;902201;12805
613;930108;903204;13770
614;930108;903401;13770
615;930108;904404;15155
616;930108;920002;7120
617;930108;920203;7461
618;930108;920708;6413
619;930108;921202;5541
620;930108;922008;4312
621;930108;922703;3698
622;930108;927800;12666
623;930108;923509;8194
624;902305;925100;5541
625;930108;923800;8194
626;930108;923903;8599
627;930108;924408;9698
628;930108;924501;9698
629;930108;924605;10001
630;930108;924906;10001
631;930108;925006;10001
632;930108;925100;10417
633;930108;925400;11289
634;930108;925701;11920
635;930108;926102;12274
636;930108;926206;12274
637;930108;923104;3002
638;931702;926102;11920
639;902305;925701;3221
640;931702;923104;2156
641;931702;923509;7461
642;931702;923706;7461
643;931702;923800;7461
644;931702;923903;7866
645;931702;924408;8990
646;931702;924501;8990
647;931702;924605;9306
648;931702;924906;9306
649;931702;925006;9306
650;931702;925100;9698
651;931702;922008;3698
652;931702;925701;11289
653;931702;921202;4967
654;931702;926206;12122
655;931702;926403;12464
656;931702;927105;12274
657;931702;927800;12274
658;931702;930004;969
659;931702;930108;1092
660;931702;930305;1679
661;931702;930907;614
662;931702;932601;832
663;931702;932705;969
664;931702;932809;1092
665;931702;932902;1419
666;931702;925400;10417
667;902305;920203;8990
668;902305;925006;5541
669;902305;924906;5857
670;902305;924605;6109
671;902305;924501;6109
672;902305;924408;6109
673;902305;923903;7120
674;902305;923800;7461
675;902305;923706;7461
676;902305;923509;7866
677;902305;923104;11920
678;902305;922703;11769
679;902305;922008;11289
680;931702;922703;2798
681;902305;920708;9306
682;932207;926403;12666
683;902305;920002;8599
684;902305;904404;7120
685;902305;903401;3698
686;902305;903204;3002
687;902305;902201;491
688;931702;902201;12464
689;931702;903204;13445
690;931702;903401;13770
691;931702;904404;14776
692;931702;920002;6413
693;931702;920203;6716
694;931702;920708;5857
695;902305;921202;10001
696;911501;903204;13108
697;911501;923903;16091
698;911408;927800;14160
699;911408;930004;16091
700;911408;930108;16091
701;911408;930305;16988
702;911408;930907;16621
703;911408;932601;16369
704;911408;932705;16091
705;911408;932809;16091
706;911408;932902;16091
707;911408;935703;14776
708;911408;935807;14776
709;911408;926403;15446
710;911501;902201;13770
711;911408;926206;14776
712;911501;903401;12805
713;911501;904404;11289
714;911501;920002;16369
715;911501;920203;16621
716;911501;920708;16621
717;911501;921202;16988
718;911501;922008;17228
719;911501;922703;17228
720;911501;923104;16988
721;911501;923509;16091
722;911501;923706;16091
723;932601;926206;12274
724;911408;937906;14486
725;911408;923509;16091
726;932207;926102;12122
727;932601;927105;12464
728;932601;927800;12464
729;932601;930004;109
730;932601;930108;164
731;932601;930305;2593
732;932601;930907;1419
733;932601;932601;27
734;932601;932705;164
735;932601;932809;300
736;932601;932902;423
737;932601;935703;5254
738;911408;927105;14160
739;932601;937906;6109
740;911501;924408;15724
741;911408;923706;16091
742;911408;923800;16091
743;911408;923903;16091
744;911408;924408;15446
745;911408;924501;15446
746;911408;924605;15446
747;911408;924906;15446
748;911408;925006;15446
749;911408;925100;15446
750;911408;925400;15155
751;911408;925701;14776
752;911408;926102;14776
753;932601;935807;5541
754;932809;922703;3698
755;911501;923800;16091
756;927105;930305;11769
757;927105;930108;12464
758;927105;930004;12464
759;927105;927800;164
760;932809;902201;12805
761;932809;903204;13770
762;932809;903401;14160
763;932809;904404;15155
764;932809;920002;7120
765;932809;920203;7461
766;932809;920708;6716
767;927105;932601;12464
768;932809;922008;4626
769;927105;932705;12464
770;932809;923104;3002
771;932809;923509;8194
772;932809;923706;8194
773;932809;923800;8599
774;932809;923903;8599
775;932809;924408;9698
776;932809;924501;10001
777;932809;924605;10001
778;932809;924906;10001
779;932809;925006;10417
780;932809;925100;10417
781;926901;922008;9698
782;932809;921202;5857
783;911501;930305;16988
784;911501;924501;15446
785;911501;924605;15724
786;911501;924906;15446
787;911501;925006;15446
788;911501;925100;15446
789;911501;925400;15155
790;911501;925701;14776
791;911501;926102;14776
792;911501;926206;14776
793;911501;926403;15446
794;911501;927105;14160
795;911501;927800;14160
796;927105;930907;12122
797;911501;930108;16091
798;932601;926102;12122
799;911501;930907;16621
800;911501;932601;16369
801;911501;932705;16369
802;911501;932809;16091
803;911501;932902;16091
804;911501;935703;14776
805;911501;935807;14776
806;927105;937906;14486
807;927105;935807;14160
808;927105;935703;14160
809;927105;932902;12666
810;927105;932809;12464
811;911501;930004;16369
812;927209;935807;14160
813;927209;926206;3002
814;910602;930004;15155
815;910602;930108;15155
816;910602;930305;15724
817;910602;930907;15446
818;910602;932601;15155
819;910602;932705;15155
820;910602;932809;15155
821;910602;932902;15155
822;910602;935703;13445
823;910602;935807;13445
824;910602;937906;13445
825;910602;927105;13770
826;927209;937906;14486
827;910602;926403;15155
828;927209;935703;14160
829;927209;932902;12666
830;927209;932809;12464
831;927209;932705;12464
832;927209;932601;12464
833;927209;930907;12122
834;927209;930305;11769
835;927209;930108;12464
836;927209;930004;12464
837;927209;927800;164
838;927209;927105;27
839;932601;926403;12666
840;911408;902201;13770
841;910602;923706;15724
842;932207;927105;12464
843;932207;927800;12464
844;932207;930004;355
845;932207;930108;423
846;932207;930305;2361
847;932207;930907;1228
848;932207;932601;232
849;932207;932705;355
850;932207;932809;560
851;932207;932902;710
852;932207;935703;5541
853;932207;935807;5857
854;910602;927800;13770
855;910602;923509;15724
856;927209;926102;2593
857;910602;923800;15724
858;910602;923903;15724
859;910602;924408;15446
860;910602;924501;15155
861;910602;924605;15446
862;910602;924906;15155
863;910602;925006;15155
864;910602;925100;15155
865;910602;925400;14776
866;910602;925701;14486
867;910602;926102;14486
868;910602;926206;14486
869;932207;937906;6109
870;932601;923104;2798
871;927209;926403;4312
872;911408;922008;17228
873;911408;922703;17228
874;911408;923104;16988
875;932601;902201;12666
876;932601;903204;13770
877;932601;903401;13770
878;932601;904404;15155
879;932601;920002;7120
880;932601;920203;7461
881;932601;920708;6413
882;932601;921202;5541
883;911408;920708;16621
884;932601;922703;3425
885;911408;920203;16369
886;932601;923509;7866
887;932601;923706;8194
888;932601;923800;8194
889;932601;923903;8194
890;932601;924408;9698
891;932601;924501;9698
892;932601;924605;9698
893;932601;924906;9698
894;932601;925006;10001
895;932601;925100;10001
896;932601;925400;11289
897;932601;925701;11920
898;932601;922008;4312
899;927209;922008;10001
900;927209;925701;2156
901;927209;925400;3002
902;927209;925100;4312
903;927209;925006;4626
904;927209;924906;4967
905;927209;924605;5254
906;927209;924501;4967
907;927209;924408;5254
908;927209;923903;6413
909;927209;923800;6413
910;927209;923706;6716
911;927209;923509;6716
912;911408;921202;16988
913;927209;922703;10909
914;932809;925701;11920
915;927209;921202;9306
916;927209;920708;8194
917;927209;920203;7866
918;927209;920002;7461
919;927209;904404;7866
920;927209;903401;4626
921;927209;903204;4012
922;927209;902201;832
923;911408;903204;13108
924;911408;903401;12666
925;911408;904404;11289
926;911408;920002;16369
927;927209;923104;11289
928;960007;924605;19591
929;960007;923104;20652
930;960007;926206;18883
931;960007;926102;18883
932;960007;925701;18529
933;960007;925400;18883
934;960007;925100;19237
935;960007;927105;18176
936;960007;924906;19591
937;960007;927800;17822
938;960007;924501;19591
939;960007;924408;19591
940;960007;923903;19945
941;960007;923800;19945
942;960007;923706;20298
943;922807;930004;3425
944;960007;925006;19237
945;960007;932809;19945
946;923000;924605;7461
947;922807;930305;969
948;922807;930907;2156
949;922807;932601;3425
950;922807;932705;3425
951;922807;932809;3698
952;960007;926403;19237
953;922807;935703;8194
954;960007;922703;21006
955;960007;932705;19945
956;960007;932601;19945
957;960007;930907;20298
958;960007;930305;20652
959;960007;930108;19945
960;960007;930004;19945
961;922807;932902;3698
962;923000;926206;10909
963;960007;923509;20298
964;923000;930907;1679
965;923000;930305;614
966;923000;930108;3221
967;923000;930004;3002
968;923000;927800;11289
969;923000;932705;3221
970;923000;926403;11769
971;923000;932809;3221
972;923000;926102;10417
973;923000;925701;9698
974;923000;925400;8990
975;923000;925100;7866
976;923000;925006;7866
977;960103;920002;20652
978;923000;927105;11289
979;960007;902201;17822
980;960007;922008;21360
981;960007;921202;21006
982;960007;920708;20652
983;960007;920203;20652
984;960007;920002;20652
985;960007;904404;15724
986;923000;932601;3002
987;960007;903204;16988
988;922807;927800;11289
989;923000;937906;8194
990;923000;935807;7866
991;923000;935703;7866
992;922807;935807;8194
993;922807;937906;8599
994;923000;932902;3425
995;960007;903401;16621
996;924906;923104;7461
997;924906;904404;11769
998;924906;924605;300
999;924906;924501;164
1000;924906;924408;300
1001;924906;923903;1924
1002;924906;923800;2156
1003;924906;925006;423
1004;924906;923509;2361
1005;924906;925100;614
1006;924906;922703;7120
1007;924906;922008;6413
1008;924906;921202;5254
1009;924906;920708;4312
1010;924906;920203;3698
1011;922807;930108;3425
1012;924906;923706;2156
1013;924906;930004;9698
1014;960103;904404;15724
1015;960103;903401;16988
1016;960103;903204;16988
1017;960103;902201;17822
1018;923104;932902;3221
1019;923104;935703;7461
1020;924906;924906;27
1021;923104;937906;8194
1022;924906;903401;8599
1023;924906;927800;4967
1024;924906;927105;4967
1025;924906;926206;4312
1026;924501;937906;12805
1027;924906;925701;3002
1028;924906;925400;2156
1029;923104;935807;7866
1030;922807;925100;7461
1031;924906;920002;3425
1032;922807;923800;5541
1033;922807;923903;5857
1034;922807;924408;7120
1035;922807;924501;7120
1036;922807;924605;7120
1037;922807;923509;5254
1038;922807;925006;7461
1039;922807;923104;614
1040;922807;925400;8599
1041;922807;925701;9698
1042;922807;926102;10417
1043;922807;926206;10417
1044;922807;926403;11769
1045;922807;927105;10909
1046;922807;924906;7120
1047;960007;932902;19945
1048;924906;903204;8194
1049;960007;937906;18176
1050;960007;935807;18176
1051;924906;902201;5541
1052;922807;903204;12666
1053;922807;903401;12805
1054;922807;923706;5541
1055;960007;935703;18176
1056;923000;924501;7461
1057;922807;920002;4312
1058;922807;920203;4626
1059;922807;920708;3698
1060;922807;921202;2593
1061;922807;922008;1228
1062;922807;922703;164
1063;922807;904404;14160
1064;924501;920002;3425
1065;924501;923509;2361
1066;923000;902201;11769
1067;926901;923104;10909
1068;937107;930907;8990
1069;924501;902201;5541
1070;924501;903204;8194
1071;923000;903401;13108
1072;924501;904404;11769
1073;923000;904404;14160
1074;924501;920203;3698
1075;924501;920708;4012
1076;924501;921202;5254
1077;924501;922008;6109
1078;924501;922703;7120
1079;937605;930108;5254
1080;924501;903401;8990
1081;937709;903401;15446
1082;923000;924906;7461
1083;937605;930907;6716
1084;937709;922008;9306
1085;937709;921202;10001
1086;937709;920708;10909
1087;937709;920203;11769
1088;923000;903204;12805
1089;937709;904404;16621
1090;924501;923706;2156
1091;937709;903204;15446
1092;937709;902201;14486
1093;923000;921202;3002
1094;923000;920708;4012
1095;923000;920203;4967
1096;923000;920002;4626
1097;937709;920002;11769
1098;924501;930907;8599
1099;924501;923104;7461
1100;924501;926206;4312
1101;924501;926403;5541
1102;924501;927105;4967
1103;924501;927800;5254
1104;924501;930004;9698
1105;937605;937906;710
1106;924501;930305;7866
1107;937605;935807;300
1108;924501;932601;9698
1109;924501;932705;9698
1110;924501;932809;10001
1111;924501;932902;10001
1112;924501;935703;12666
1113;924501;935807;12666
1114;924501;930108;9698
1115;924501;925400;2361
1116;924501;923800;1924
1117;924501;923903;1924
1118;924501;924408;232
1119;924501;924501;27
1120;924501;924605;109
1121;924501;924906;164
1122;924501;926102;4312
1123;924501;925100;710
1124;937605;930004;5254
1125;924501;925701;3221
1126;937605;932601;5541
1127;937605;932705;5254
1128;937605;932809;5254
1129;937605;932902;5254
1130;937605;935703;109
1131;924501;925006;614
1132;937709;925400;13445
1133;937709;923903;12274
1134;937709;930004;5541
1135;937709;927800;14160
1136;937709;927105;14160
1137;937709;926403;14486
1138;937709;926206;14160
1139;937709;930305;7461
1140;937709;925701;13770
1141;937709;930907;6716
1142;937709;925100;12805
1143;937709;925006;12805
1144;937709;924906;12805
1145;937709;924605;12805
1146;937709;924501;12666
1147;937605;930305;7461
1148;937709;926102;14160
1149;937709;937906;491
1150;923000;924408;7120
1151;923000;923903;6109
1152;923000;923800;5857
1153;923000;923706;5857
1154;923000;923509;5541
1155;923000;923104;164
1156;937709;930108;5541
1157;923000;922008;1679
1158;937709;923800;12122
1159;937709;935807;560
1160;937709;935703;355
1161;937709;932902;5254
1162;937709;932809;5541
1163;937709;932705;5541
1164;937709;932601;5541
1165;923000;922703;614
1166;937605;925400;13445
1167;937709;924408;12666
1168;937605;923903;12122
1169;937605;924408;12666
1170;937605;924501;12666
1171;937605;924605;12666
1172;937605;924906;12666
1173;937605;923706;12122
1174;937605;925100;12805
1175;937605;923509;11920
1176;937605;925701;13445
1177;937605;926102;13770
1178;937605;926206;14160
1179;937605;926403;14486
1180;937605;927105;14160
1181;937605;927800;14160
1182;937605;925006;12805
1183;937605;920002;11289
1184;937709;923706;12122
1185;937709;923509;12122
1186;937709;923104;7866
1187;937709;922703;8599
1188;937605;902201;14486
1189;937605;903204;15446
1190;937605;923800;12122
1191;937605;904404;16621
1192;924906;926403;5541
1193;937605;920203;11769
1194;937605;920708;10909
1195;937605;921202;10001
1196;937605;922008;8990
1197;937605;922703;8194
1198;937605;923104;7866
1199;937605;903401;15446
1200;923104;920203;4967
1201;962109;903204;16091
1202;962109;902201;16988
1203;923104;902201;11920
1204;923104;903204;12805
1205;923104;903401;13108
1206;923104;923706;5857
1207;923104;920002;4626
1208;962109;920002;19591
1209;923104;920708;4012
1210;923104;921202;3002
1211;923104;922008;1679
1212;923104;922703;710
1213;923104;923104;27
1214;962109;925006;18176
1215;923104;904404;14160
1216;962109;923104;18883
1217;937304;924906;13445
1218;962109;924605;18529
1219;962109;924501;18529
1220;962109;924408;18529
1221;962109;923903;18883
1222;962109;923800;18883
1223;962109;903401;15724
1224;962109;923509;19237
1225;962109;904404;14776
1226;962109;922703;18883
1227;962109;922008;19237
1228;962109;921202;19591
1229;962109;920708;19591
1230;962109;920203;20298
1231;923104;923800;6109
1232;962109;923706;18883
1233;937304;923509;12805
1234;937304;920002;12464
1235;937304;920203;12666
1236;937304;920708;12274
1237;937304;921202;11920
1238;937304;922008;11289
1239;923104;923509;5857
1240;937304;923104;10001
1241;937304;904404;17228
1242;937304;923706;13108
1243;937304;923800;13108
1244;937304;923903;13108
1245;937304;924408;13445
1246;937304;924501;13445
1247;937304;924605;13445
1248;937304;922703;10417
1249;924906;932601;9698
1250;923104;923903;6109
1251;922807;902201;11769
1252;924906;937906;12805
1253;924906;935807;12666
1254;924906;935703;12666
